[ 0.23734375 -0.127085    0.09486875 -0.07838125  0.0693825  -0.06026125
  0.05383375 -0.04988375  0.04861125 -0.04497875  0.04879375 -0.04984875
  0.05089625 -0.0574175   0.06073375 -0.06187875  0.06933125 -0.08038
  0.0995575  -0.127445  ]
[-0.127085    0.23718576 -0.1243642   0.097683   -0.07794632  0.06780748
 -0.06229444  0.05647924 -0.05321708  0.04879236 -0.0484378   0.04912068
 -0.05123404  0.05264808 -0.05569444  0.05438676 -0.0604982   0.07428768
 -0.08247272  0.09972352]
[ 0.09486875 -0.1243642   0.23595775 -0.12191625  0.0932069  -0.07695785
  0.06746355 -0.05872955  0.05633985 -0.05375495  0.05109475 -0.04963935
  0.04930805 -0.0524411   0.05596355 -0.05100295  0.05695025 -0.0622856
  0.0671699  -0.0762434 ]
[-0.07838125  0.097683   -0.12191625  0.23499375 -0.1253435   0.10207775
 -0.08188325  0.06887325 -0.05960775  0.05539425 -0.05157125  0.04890025
 -0.04585075  0.0518765  -0.05138325  0.04911425 -0.05190375  0.057544
 -0.0613885   0.067391  ]
[ 0.0693825  -0.07794632  0.0932069  -0.1253435   0.23732124 -0.12802286
  0.09997258 -0.07654618  0.07045006 -0.06214002  0.0550321  -0.05391026
  0.05193478 -0.04877956  0.04947258 -0.04544082  0.0457699  -0.05084176
  0.05559604 -0.05910664]
[-0.06026125  0.06780748 -0.07695785  0.10207775 -0.12802286  0.23652079
 -0.12966837  0.09636877 -0.07899159  0.06871553 -0.06022565  0.05683689
 -0.05361667  0.05364834 -0.05076837  0.04838673 -0.04577735  0.04909664
 -0.05005506  0.05373596]
[ 0.05383375 -0.06229444  0.06746355 -0.08188325  0.09997258 -0.12966837
  0.23752311 -0.12628431  0.10000077 -0.08088859  0.07108695 -0.06325667
  0.05458801 -0.05502102  0.04992311 -0.04648219  0.04542205 -0.04608592
  0.04784918 -0.05015188]
[-0.04988375  0.05647924 -0.05872955  0.06887325 -0.07654618  0.09636877
 -0.12628431  0.23454951 -0.12620917  0.10109139 -0.08028095  0.07399307
 -0.06165721  0.05765942 -0.05298431  0.04879699 -0.04640805  0.04543232
 -0.04789478  0.04998148]
[ 0.04861125 -0.05321708  0.05633985 -0.05960775  0.07045006 -0.07899159
  0.10000077 -0.12620917  0.23747839 -0.12911113  0.09896365 -0.08267969
  0.06956507 -0.06294514  0.05890077 -0.05160633  0.04889935 -0.04550944
  0.04682626 -0.04717516]
[-0.04497875  0.04879236 -0.05375495  0.05539425 -0.06214002  0.06871553
 -0.08088859  0.10109139 -0.12911113  0.23729871 -0.12852955  0.10002823
 -0.08122669  0.07355838 -0.06308859  0.05489711 -0.05089145  0.04849648
 -0.04726542  0.04533172]
[ 0.04879375 -0.0484378   0.05109475 -0.05157125  0.0550321  -0.06022565
  0.07108695 -0.08028095  0.09896365 -0.12852955  0.23642775 -0.12670915
  0.09903745 -0.0819999   0.07338695 -0.06256155  0.05697725 -0.0515504
  0.0465991  -0.0458106 ]
[-0.04984875  0.04912068 -0.04963935  0.04890025 -0.05391026  0.05683689
 -0.06325667  0.07399307 -0.08267969  0.10002823 -0.12670915  0.23675199
 -0.12880197  0.09966894 -0.08075667  0.06800743 -0.06176385  0.05561424
 -0.05194046  0.05095236]
[ 0.05089625 -0.05123404  0.04930805 -0.04585075  0.05193478 -0.05361667
  0.05458801 -0.06165721  0.06956507 -0.08122669  0.09903745 -0.12880197
  0.23684391 -0.12628282  0.09918801 -0.07934429  0.06788155 -0.06253872
  0.05720538 -0.05440108]
[-0.0574175   0.05264808 -0.0524411   0.0518765  -0.04877956  0.05364834
 -0.05502102  0.05765942 -0.06294514  0.07355838 -0.0819999   0.09966894
 -0.12628282  0.23545564 -0.12502102  0.09689358 -0.0776381   0.07011744
 -0.06142076  0.05786216]
[ 0.06073375 -0.05569444  0.05596355 -0.05138325  0.04947258 -0.05076837
  0.04992311 -0.05298431  0.05890077 -0.06308859  0.07338695 -0.08075667
  0.09918801 -0.12502102  0.23752311 -0.12528219  0.09612205 -0.07728592
  0.07034918 -0.06465188]
[-0.06187875  0.05438676 -0.05100295  0.04911425 -0.04544082  0.04838673
 -0.04648219  0.04879699 -0.05160633  0.05489711 -0.06256155  0.06800743
 -0.07934429  0.09689358 -0.12528219  0.23543151 -0.12359945  0.09645568
 -0.07808222  0.06850052]
[ 0.06933125 -0.0604982   0.05695025 -0.05190375  0.0457699  -0.04577735
  0.04542205 -0.04640805  0.04889935 -0.05089145  0.05697725 -0.06176385
  0.06788155 -0.0776381   0.09612205 -0.12359945  0.23711775 -0.1254976
  0.0989429  -0.0789614 ]
[-0.08038     0.07428768 -0.0622856   0.057544   -0.05084176  0.04909664
 -0.04608592  0.04543232 -0.04550944  0.04849648 -0.0515504   0.05561424
 -0.06253872  0.07011744 -0.07728592  0.09645568 -0.1254976   0.23617024
 -0.12637696  0.09621136]
[ 0.0995575  -0.08247272  0.0671699  -0.0613885   0.05559604 -0.05005506
  0.04784918 -0.04789478  0.04682626 -0.04726542  0.0465991  -0.05194046
  0.05720538 -0.06142076  0.07034918 -0.07808222  0.0989429  -0.12637696
  0.23686684 -0.12893944]
[-0.127445    0.09972352 -0.0762434   0.067391   -0.05910664  0.05373596
 -0.05015188  0.04998148 -0.04717516  0.04533172 -0.0458106   0.05095236
 -0.05440108  0.05786216 -0.06465188  0.06850052 -0.0789614   0.09621136
 -0.12893944  0.23645104]
