[ 0.23973831 -0.13717274  0.11719714 -0.10046429  0.09708013 -0.09047935
  0.09259389 -0.08876104  0.09322195 -0.0995865   0.11563766 -0.13876299]
[-0.13717274  0.23794396 -0.13562156  0.11430766 -0.10151902  0.0934249
 -0.08964606  0.08513216 -0.0886653   0.092071   -0.10177764  0.11621746]
[ 0.11719714 -0.13562156  0.23955516 -0.13750726  0.11654022 -0.1003189
  0.09884966 -0.08980176  0.0923833  -0.090831    0.09609604 -0.10300506]
[-0.10046429  0.11430766 -0.13750726  0.23932911 -0.14001967  0.11362165
 -0.10271551  0.09723736 -0.09207505  0.0939035  -0.09566594  0.09803241]
[ 0.09708013 -0.10151902  0.11654022 -0.14001967  0.24001999 -0.13884005
  0.11794047 -0.10201992  0.09825985 -0.0928395   0.09298018 -0.09071977]
[-0.09047935  0.0934249  -0.1003189   0.11362165 -0.13884005  0.24009975
 -0.13791765  0.1168204  -0.10280075  0.0968025  -0.0904791   0.08732115]
[ 0.09259389 -0.08964606  0.09884966 -0.10271551  0.11794047 -0.13791765
  0.23903791 -0.13800376  0.11828705 -0.1015435   0.09649154 -0.09041081]
[-0.08876104  0.08513216 -0.08980176  0.09723736 -0.10201992  0.1168204
 -0.13800376  0.23983936 -0.1387788   0.117116   -0.10136144  0.09253816]
[ 0.09322195 -0.0886653   0.0923833  -0.09207505  0.09825985 -0.10280075
  0.11828705 -0.1387788   0.24029775 -0.1377925   0.1160227  -0.10117655]
[-0.0995865  0.092071  -0.090831   0.0939035 -0.0928395  0.0968025
 -0.1015435  0.117116  -0.1377925  0.238975  -0.138289   0.1139085]
[ 0.11563766 -0.10177764  0.09609604 -0.09566594  0.09298018 -0.0904791
  0.09649154 -0.10136144  0.1160227  -0.138289    0.23963676 -0.13666414]
[-0.13876299  0.11621746 -0.10300506  0.09803241 -0.09071977  0.08732115
 -0.09041081  0.09253816 -0.10117655  0.1139085  -0.13666414  0.23953471]
