[ 0.24324316 -0.15106438  0.13124996 -0.11889392  0.11824118 -0.10916104
  0.1131774  -0.11178774  0.1156219  -0.11776722  0.1272931  -0.1519336 ]
[-0.15106438  0.24312759 -0.14936178  0.13139056 -0.12295999  0.11522372
 -0.1137307   0.11209807 -0.11278795  0.11531621 -0.12001955  0.1346548 ]
[ 0.13124996 -0.14936178  0.24222076 -0.14655552  0.13360258 -0.11632024
  0.1138794  -0.10893794  0.1096089  -0.10953782  0.1134561  -0.1201616 ]
[-0.11889392  0.13139056 -0.14655552  0.24123904 -0.15199216  0.12797648
 -0.1164688   0.11276688 -0.1096528   0.10764864 -0.1087272   0.1131632 ]
[ 0.11824118 -0.12295999  0.13360258 -0.15199216  0.24465639 -0.14826292
  0.1315827  -0.11860327  0.11364995 -0.11045181  0.10935755 -0.1157828 ]
[-0.10916104  0.11522372 -0.11632024  0.12797648 -0.14826292  0.24131376
 -0.1460356   0.12800356 -0.1150186   0.10788668 -0.1058914   0.1094984 ]
[ 0.1131774 -0.1137307  0.1138794 -0.1164688  0.1315827 -0.1460356
  0.243111  -0.1467611  0.1291535 -0.1171433  0.1100215 -0.110204 ]
[-0.11178774  0.11209807 -0.10893794  0.11276688 -0.11860327  0.12800356
 -0.1467611   0.24159111 -0.14994035  0.12987933 -0.11690715  0.1143804 ]
[ 0.1156219  -0.11278795  0.1096089  -0.1096528   0.11364995 -0.1150186
  0.1291535  -0.14994035  0.24268975 -0.14943105  0.13334775 -0.121674  ]
[-0.11776722  0.11531621 -0.10953782  0.10764864 -0.11045181  0.10788668
 -0.1171433   0.12987933 -0.14943105  0.24095599 -0.14641145  0.1324812 ]
[ 0.1272931  -0.12001955  0.1134561  -0.1087272   0.10935755 -0.1058914
  0.1100215  -0.11690715  0.13334775 -0.14641145  0.24198975 -0.149026  ]
[-0.1519336  0.1346548 -0.1201616  0.1131632 -0.1157828  0.1094984
 -0.110204   0.1143804 -0.121674   0.1324812 -0.149026   0.242256 ]
