[ 0.23835759 -0.13139376  0.11009497 -0.09637189  0.08544208 -0.08258345
  0.0803731  -0.0794874   0.08524545 -0.09247131  0.10767098 -0.13396948]
[-0.13139376  0.23691264 -0.13214208  0.10896896 -0.08968912  0.0877808
 -0.0790984   0.0806736  -0.0831488   0.08343584 -0.09261872  0.10772272]
[ 0.11009497 -0.13214208  0.23882751 -0.13323187  0.10757264 -0.09695135
  0.0876173  -0.0847542   0.08359735 -0.08225373  0.08922134 -0.09474684]
[-0.09637189  0.10896896 -0.13323187  0.23809719 -0.13238368  0.11288995
 -0.0948601   0.0926854  -0.08509195  0.08381001 -0.08416558  0.08940908]
[ 0.08544208 -0.08968912  0.10757264 -0.13238368  0.23901696 -0.1355064
  0.1059672  -0.0935088   0.0873504  -0.08161472  0.08137376 -0.08040576]
[-0.08258345  0.0877808  -0.09695135  0.11288995 -0.1355064   0.23886975
 -0.1330605   0.114167   -0.09487975  0.08996605 -0.0852559   0.0824734 ]
[ 0.0803731 -0.0790984  0.0876173 -0.0948601  0.1059672 -0.1330605
  0.237679  -0.134266   0.1044405 -0.0905279  0.0855682 -0.0795332]
[-0.0794874  0.0806736 -0.0847542  0.0926854 -0.0935088  0.114167
 -0.134266   0.238764  -0.129987   0.1070666 -0.0943628  0.0898728]
[ 0.08524545 -0.0831488   0.08359735 -0.08509195  0.0873504  -0.09487975
  0.1044405  -0.129987    0.23688975 -0.13182405  0.1102199  -0.0940374 ]
[-0.09247131  0.08343584 -0.08225373  0.08381001 -0.08161472  0.08996605
 -0.0905279   0.1070666  -0.13182405  0.24021879 -0.13010482  0.10344132]
[ 0.10767098 -0.09261872  0.08922134 -0.08416558  0.08137376 -0.0852559
  0.0855682  -0.0943628   0.1102199  -0.13010482  0.23704956 -0.13261656]
[-0.13396948  0.10772272 -0.09474684  0.08940908 -0.08040576  0.0824734
 -0.0795332   0.0898728  -0.0940374   0.10344132 -0.13261656  0.23975856]
