[ 0.23772336 -0.12861388  0.10151368 -0.08801444  0.08342988 -0.0751176
  0.0755012  -0.07685     0.08203416 -0.089315    0.105685   -0.1289312 ]
[-0.12861388  0.23652079 -0.12684794  0.10282977 -0.08842379  0.0761858
 -0.0741371   0.0735375  -0.07259778  0.07843875 -0.08856125  0.1032146 ]
[ 0.10151368 -0.12684794  0.23668284 -0.12714022  0.10200594 -0.0831788
  0.0786906  -0.071125    0.06922908 -0.0716325   0.0792675  -0.0853556 ]
[-0.08801444  0.10282977 -0.12714022  0.23693551 -0.12961877  0.1003054
 -0.0863373   0.0788625  -0.07430014  0.07284125 -0.07665875  0.0806198 ]
[ 0.08342988 -0.08842379  0.10200594 -0.12961877  0.23702679 -0.1246458
  0.1019071  -0.0879875   0.08234378 -0.07531375  0.07718625 -0.0740346 ]
[-0.0751176  0.0761858 -0.0831788  0.1003054 -0.1246458  0.235116
 -0.127742   0.10385   -0.0893956  0.082925  -0.076475   0.072692 ]
[ 0.0755012 -0.0741371  0.0786906 -0.0863373  0.1019071 -0.127742
  0.237679  -0.126175   0.1016122 -0.0888375  0.0784625 -0.075054 ]
[-0.07685    0.0735375 -0.071125   0.0788625 -0.0879875  0.10385
 -0.126175   0.234375  -0.125625   0.0997875 -0.0858125  0.08235  ]
[ 0.08203416 -0.07259778  0.06922908 -0.07430014  0.08234378 -0.0893956
  0.1016122  -0.125625    0.23794396 -0.1285025   0.1029975  -0.0885172 ]
[-0.089315    0.07843875 -0.0716325   0.07284125 -0.07531375  0.082925
 -0.0888375   0.0997875  -0.1285025   0.23734375 -0.12865625  0.102225  ]
[ 0.105685   -0.08856125  0.0792675  -0.07665875  0.07718625 -0.076475
  0.0784625  -0.0858125   0.1029975  -0.12865625  0.23734375 -0.130275  ]
[-0.1289312  0.1032146 -0.0853556  0.0806198 -0.0740346  0.072692
 -0.075054   0.08235   -0.0885172  0.102225  -0.130275   0.237004 ]
