[ 0.24314416 -0.15904568  0.14106804 -0.131796    0.12811104 -0.12194916
  0.12518588 -0.12207688  0.12635944 -0.13224312  0.14073556 -0.1585788 ]
[-0.15904568  0.24501564 -0.15994742  0.143058   -0.13247392  0.12592318
 -0.12850274  0.12573324 -0.12686212  0.13217676 -0.13336038  0.1441874 ]
[ 0.14106804 -0.15994742  0.24348751 -0.160899    0.14353576 -0.12973179
  0.13140997 -0.12697022  0.12637786 -0.12693478  0.13145839 -0.1342797 ]
[-0.131796  0.143058 -0.160899  0.2451   -0.158224  0.137571 -0.134153
  0.130978 -0.124914  0.125922 -0.127511  0.13123 ]
[ 0.12811104 -0.13247392  0.14353576 -0.158224    0.24307776 -0.15568104
  0.14325272 -0.13170672  0.12702736 -0.12387328  0.12490264 -0.1238072 ]
[-0.12194916  0.12592318 -0.12973179  0.137571   -0.15568104  0.24364791
 -0.15690713  0.13820438 -0.12764194  0.12594062 -0.12225931  0.1235913 ]
[ 0.12518588 -0.12850274  0.13140997 -0.134153    0.14325272 -0.15690713
  0.24312759 -0.15763434  0.14150142 -0.13290066  0.12787733 -0.1271359 ]
[-0.12207688  0.12573324 -0.12697022  0.130978   -0.13170672  0.13820438
 -0.15763434  0.24443484 -0.15818292  0.14317516 -0.13128958  0.1274034 ]
[ 0.12635944 -0.12686212  0.12637786 -0.124914    0.12702736 -0.12764194
  0.14150142 -0.15818292  0.24356796 -0.15794708  0.13894954 -0.1318942 ]
[-0.13224312  0.13217676 -0.12693478  0.125922   -0.12387328  0.12594062
 -0.13290066  0.14317516 -0.15794708  0.24431484 -0.15785542  0.1411466 ]
[ 0.14073556 -0.13336038  0.13145839 -0.127511    0.12490264 -0.12225931
  0.12787733 -0.13128958  0.13894954 -0.15785542  0.24322671 -0.1573933 ]
[-0.1585788  0.1441874 -0.1342797  0.13123   -0.1238072  0.1235913
 -0.1271359  0.1274034 -0.1318942  0.1411466 -0.1573933  0.244959 ]
