[ 0.24292719 -0.13323497  0.10939322 -0.09689949  0.0986923  -0.10208451
  0.11243974 -0.13459706]
[-0.13323497  0.23518911 -0.13310886  0.10982987 -0.0989549   0.09976213
 -0.09821562  0.11164278]
[ 0.10939322 -0.13310886  0.24082236 -0.13054062  0.1113074  -0.09885138
  0.09257012 -0.09632828]
[-0.09689949  0.10982987 -0.13054062  0.23586279 -0.1337833   0.11100121
 -0.09789554  0.09819726]
[ 0.0986923 -0.0989549  0.1113074 -0.1337833  0.240591  -0.1331967
  0.1128758 -0.0994802]
[-0.10208451  0.09976213 -0.09885138  0.11100121 -0.1331967   0.23533479
 -0.14116846  0.11691874]
[ 0.11243974 -0.09821562  0.09257012 -0.09789554  0.1128758  -0.14116846
  0.24382204 -0.13545076]
[-0.13459706  0.11164278 -0.09632828  0.09819726 -0.0994802   0.11691874
 -0.13545076  0.23397244]
